# Результаты расчета кинематики КШМ
# Дата создания: Sat Oct 25 23:52:18 2025
# Параметры расчета:
# Шаг угла α: 1 град.
# Предел угла α: 360 град.
# Радиус кривошипа 0.0756 м
# λ: 0.27
# Частота вращения: 5600 об/мин
# Угол развала: 90 град.
# Угол прицепного шатуна: 0 град.
# Дезаксиал: 0 м
# Количество точек расчета: 361
# Расчет выполнен для главного и бокового цилиндров
# Боковой цилиндр имеет угол развала: 90 град.

ГЛАВНЫЙ ЦИЛИНДР:
==================================================================================================================================
|  α [град] |   S полн [м]  |   S1 [м]   |   S2 [м]   |  V полн [м/с] |   V1 [м/с]  |   V2 [м/с]  | A полн [м/с²] |  A1 [м/с²]  |  A2 [м/с²]  |
|  149.0000 |       0.0443 |     0.0367 |     0.0075 |       43.4338 |     38.0018 |      5.2845 |    10111.2273 |  13390.4269 |  -3295.5518 |
|  150.0000 |       0.0456 |     0.0378 |     0.0077 |       43.7255 |     38.3945 |      5.1833 |     9493.9216 |  12999.4533 |  -3509.8524 |
|  151.0000 |       0.0469 |     0.0389 |     0.0078 |       43.9989 |     38.7755 |      5.0757 |     8876.6512 |  12604.5201 |  -3719.8768 |
|  152.0000 |       0.0482 |     0.0401 |     0.0080 |       44.2539 |     39.1447 |      4.9619 |     8259.8380 |  12205.7474 |  -3925.3691 |
|  153.0000 |       0.0495 |     0.0413 |     0.0081 |       44.4906 |     39.5020 |      4.8421 |     7643.9008 |  11803.2566 |  -4126.0790 |
|  154.0000 |       0.0508 |     0.0425 |     0.0082 |       44.7089 |     39.8473 |      4.7163 |     7029.2554 |  11397.1705 |  -4321.7618 |
|  155.0000 |       0.0522 |     0.0437 |     0.0084 |       44.9090 |     40.1804 |      4.5849 |     6416.3137 |  10987.6128 |  -4512.1793 |
|  156.0000 |       0.0535 |     0.0449 |     0.0085 |       45.0909 |     40.5013 |      4.4478 |     5805.4833 |  10574.7080 |  -4697.0993 |
|  157.0000 |       0.0548 |     0.0461 |     0.0086 |       45.2546 |     40.8098 |      4.3053 |     5197.1669 |  10158.5822 |  -4876.2967 |
|  158.0000 |       0.0562 |     0.0473 |     0.0088 |       45.4003 |     41.1059 |      4.1576 |     4591.7616 |   9739.3619 |  -5049.5531 |
|  159.0000 |       0.0575 |     0.0485 |     0.0089 |       45.5280 |     41.3895 |      4.0048 |     3989.6584 |   9317.1749 |  -5216.6573 |
|  160.0000 |       0.0589 |     0.0497 |     0.0090 |       45.6378 |     41.6605 |      3.8472 |     3391.2420 |   8892.1498 |  -5377.4059 |
|  161.0000 |       0.0603 |     0.0510 |     0.0091 |       45.7299 |     41.9188 |      3.6848 |     2796.8897 |   8464.4161 |  -5531.6029 |
|  162.0000 |       0.0616 |     0.0522 |     0.0092 |       45.8043 |     42.1643 |      3.5180 |     2206.9713 |   8034.1040 |  -5679.0605 |
|  163.0000 |       0.0630 |     0.0535 |     0.0093 |       45.8613 |     42.3970 |      3.3468 |     1621.8483 |   7601.3447 |  -5819.5990 |
|  164.0000 |       0.0644 |     0.0548 |     0.0094 |       45.9009 |     42.6167 |      3.1716 |     1041.8734 |   7166.2699 |  -5953.0473 |
|  165.0000 |       0.0657 |     0.0560 |     0.0095 |       45.9233 |     42.8235 |      2.9926 |      467.3904 |   6729.0122 |  -6079.2427 |
|  166.0000 |       0.0671 |     0.0573 |     0.0096 |       45.9288 |     43.0172 |      2.8098 |     -101.2669 |   6289.7048 |  -6198.0315 |
|  167.0000 |       0.0685 |     0.0586 |     0.0097 |       45.9174 |     43.1979 |      2.6237 |     -663.7748 |   5848.4815 |  -6309.2689 |
|  168.0000 |       0.0698 |     0.0599 |     0.0098 |       45.8893 |     43.3653 |      2.4344 |    -1219.8200 |   5405.4767 |  -6412.8194 |
|  169.0000 |       0.0712 |     0.0612 |     0.0098 |       45.8448 |     43.5196 |      2.2421 |    -1769.1006 |   4960.8253 |  -6508.5570 |
|  170.0000 |       0.0726 |     0.0625 |     0.0099 |       45.7841 |     43.6606 |      2.0470 |    -2311.3258 |   4514.6628 |  -6596.3648 |
|  171.0000 |       0.0739 |     0.0638 |     0.0100 |       45.7073 |     43.7883 |      1.8495 |    -2846.2168 |   4067.1251 |  -6676.1360 |
|  172.0000 |       0.0753 |     0.0651 |     0.0100 |       45.6147 |     43.9027 |      1.6497 |    -3373.5071 |   3618.3485 |  -6747.7733 |
|  173.0000 |       0.0766 |     0.0664 |     0.0101 |       45.5066 |     44.0037 |      1.4479 |    -3892.9426 |   3168.4697 |  -6811.1896 |
|  174.0000 |       0.0780 |     0.0677 |     0.0101 |       45.3831 |     44.0913 |      1.2444 |    -4404.2819 |   2717.6258 |  -6866.3074 |
|  175.0000 |       0.0793 |     0.0690 |     0.0101 |       45.2445 |     44.1655 |      1.0393 |    -4907.2970 |   2265.9540 |  -6913.0597 |
|  176.0000 |       0.0807 |     0.0703 |     0.0102 |       45.0911 |     44.2262 |      0.8330 |    -5401.7730 |   1813.5921 |  -6951.3895 |
|  177.0000 |       0.0820 |     0.0716 |     0.0102 |       44.9231 |     44.2734 |      0.6256 |    -5887.5089 |   1360.6776 |  -6981.2501 |
|  178.0000 |       0.0833 |     0.0730 |     0.0102 |       44.7407 |     44.3071 |      0.4175 |    -6364.3170 |    907.3488 |  -7002.6052 |
|  179.0000 |       0.0847 |     0.0743 |     0.0102 |       44.5443 |     44.3274 |      0.2089 |    -6832.0241 |    453.7435 |  -7015.4286 |
|  180.0000 |       0.0860 |     0.0756 |     0.0102 |       44.3342 |     44.3342 |      0.0000 |    -7290.4705 |      0.0000 |  -7019.7048 |
|  181.0000 |       0.0873 |     0.0769 |     0.0102 |       44.1105 |     44.3274 |     -0.2089 |    -7739.5111 |   -453.7435 |  -7015.4286 |
|  182.0000 |       0.0886 |     0.0782 |     0.0102 |       43.8736 |     44.3071 |     -0.4175 |    -8179.0146 |   -907.3488 |  -7002.6052 |
|  183.0000 |       0.0899 |     0.0796 |     0.0102 |       43.6237 |     44.2734 |     -0.6256 |    -8608.8641 |  -1360.6776 |  -6981.2501 |
|  184.0000 |       0.0912 |     0.0809 |     0.0102 |       43.3612 |     44.2262 |     -0.8330 |    -9028.9571 |  -1813.5921 |  -6951.3895 |
|  185.0000 |       0.0925 |     0.0822 |     0.0101 |       43.0864 |     44.1655 |     -1.0393 |    -9439.2050 |  -2265.9540 |  -6913.0597 |
|  186.0000 |       0.0938 |     0.0835 |     0.0101 |       42.7995 |     44.0913 |     -1.2444 |    -9839.5334 |  -2717.6258 |  -6866.3074 |
|  187.0000 |       0.0951 |     0.0848 |     0.0101 |       42.5008 |     44.0037 |     -1.4479 |   -10229.8819 |  -3168.4697 |  -6811.1896 |
|  188.0000 |       0.0963 |     0.0861 |     0.0100 |       42.1906 |     43.9027 |     -1.6497 |   -10610.2041 |  -3618.3485 |  -6747.7733 |
|  189.0000 |       0.0976 |     0.0874 |     0.0100 |       41.8693 |     43.7883 |     -1.8495 |   -10980.4670 |  -4067.1251 |  -6676.1360 |
|  190.0000 |       0.0988 |     0.0887 |     0.0099 |       41.5371 |     43.6606 |     -2.0470 |   -11340.6513 |  -4514.6628 |  -6596.3648 |
|  191.0000 |       0.1000 |     0.0900 |     0.0098 |       41.1944 |     43.5196 |     -2.2421 |   -11690.7511 |  -4960.8253 |  -6508.5570 |
|  192.0000 |       0.1013 |     0.0913 |     0.0098 |       40.8414 |     43.3653 |     -2.4344 |   -12030.7733 |  -5405.4767 |  -6412.8194 |
|  193.0000 |       0.1025 |     0.0926 |     0.0097 |       40.4784 |     43.1979 |     -2.6237 |   -12360.7377 |  -5848.4815 |  -6309.2689 |
|  194.0000 |       0.1037 |     0.0939 |     0.0096 |       40.1057 |     43.0172 |     -2.8098 |   -12680.6765 |  -6289.7048 |  -6198.0315 |
|  195.0000 |       0.1049 |     0.0952 |     0.0095 |       39.7237 |     42.8235 |     -2.9926 |   -12990.6340 |  -6729.0122 |  -6079.2427 |
|  196.0000 |       0.1060 |     0.0964 |     0.0094 |       39.3326 |     42.6167 |     -3.1716 |   -13290.6664 |  -7166.2699 |  -5953.0473 |
|  197.0000 |       0.1072 |     0.0977 |     0.0093 |       38.9327 |     42.3970 |     -3.3468 |   -13580.8411 |  -7601.3447 |  -5819.5990 |
|  198.0000 |       0.1084 |     0.0990 |     0.0092 |       38.5243 |     42.1643 |     -3.5180 |   -13861.2367 |  -8034.1040 |  -5679.0605 |
|  199.0000 |       0.1095 |     0.1002 |     0.0091 |       38.1077 |     41.9188 |     -3.6848 |   -14131.9424 |  -8464.4161 |  -5531.6029 |
|  200.0000 |       0.1106 |     0.1015 |     0.0090 |       37.6832 |     41.6605 |     -3.8472 |   -14393.0576 |  -8892.1498 |  -5377.4059 |
|  201.0000 |       0.1117 |     0.1027 |     0.0089 |       37.2510 |     41.3895 |     -4.0048 |   -14644.6914 |  -9317.1749 |  -5216.6573 |
|  202.0000 |       0.1128 |     0.1039 |     0.0088 |       36.8116 |     41.1059 |     -4.1576 |   -14886.9622 |  -9739.3619 |  -5049.5531 |
|  203.0000 |       0.1139 |     0.1051 |     0.0086 |       36.3650 |     40.8098 |     -4.3053 |   -15119.9974 | -10158.5822 |  -4876.2967 |
|  204.0000 |       0.1150 |     0.1063 |     0.0085 |       35.9117 |     40.5013 |     -4.4478 |   -15343.9327 | -10574.7080 |  -4697.0993 |
|  205.0000 |       0.1161 |     0.1075 |     0.0084 |       35.4518 |     40.1804 |     -4.5849 |   -15558.9118 | -10987.6128 |  -4512.1793 |
|  206.0000 |       0.1171 |     0.1087 |     0.0082 |       34.9856 |     39.8473 |     -4.7163 |   -15765.0857 | -11397.1705 |  -4321.7618 |
|  207.0000 |       0.1181 |     0.1099 |     0.0081 |       34.5135 |     39.5020 |     -4.8421 |   -15962.6125 | -11803.2566 |  -4126.0790 |
|  208.0000 |       0.1192 |     0.1111 |     0.0080 |       34.0355 |     39.1447 |     -4.9619 |   -16151.6567 | -12205.7474 |  -3925.3691 |
|  209.0000 |       0.1202 |     0.1123 |     0.0078 |       33.5521 |     38.7755 |     -5.0757 |   -16332.3889 | -12604.5201 |  -3719.8768 |
|  210.0000 |       0.1212 |     0.1134 |     0.0077 |       33.0635 |     38.3945 |     -5.1833 |   -16504.9851 | -12999.4533 |  -3509.8524 |
|  211.0000 |       0.1221 |     0.1145 |     0.0075 |       32.5698 |     38.0018 |     -5.2845 |   -16669.6264 | -13390.4269 |  -3295.5518 |
|  212.0000 |       0.1231 |     0.1157 |     0.0073 |       32.0713 |     37.5975 |     -5.3794 |   -16826.4983 | -13777.3215 |  -3077.2360 |
|  213.0000 |       0.1240 |     0.1168 |     0.0072 |       31.5683 |     37.1818 |     -5.4677 |   -16975.7907 | -14160.0195 |  -2855.1712 |
|  214.0000 |       0.1250 |     0.1179 |     0.0070 |       31.0609 |     36.7547 |     -5.5493 |   -17117.6968 | -14538.4041 |  -2629.6277 |
|  215.0000 |       0.1259 |     0.1190 |     0.0068 |       30.5494 |     36.3164 |     -5.6242 |   -17252.4131 | -14912.3603 |  -2400.8804 |
|  216.0000 |       0.1268 |     0.1200 |     0.0067 |       30.0340 |     35.8671 |     -5.6922 |   -17380.1387 | -15281.7739 |  -2169.2081 |
|  217.0000 |       0.1277 |     0.1211 |     0.0065 |       29.5150 |     35.4068 |     -5.7533 |   -17501.0752 | -15646.5326 |  -1934.8929 |
|  218.0000 |       0.1286 |     0.1221 |     0.0063 |       28.9924 |     34.9358 |     -5.8073 |   -17615.4256 | -16006.5253 |  -1698.2203 |
|  219.0000 |       0.1294 |     0.1232 |     0.0062 |       28.4665 |     34.4541 |     -5.8543 |   -17723.3948 | -16361.6421 |  -1459.4787 |
|  220.0000 |       0.1302 |     0.1242 |     0.0060 |       27.9375 |     33.9619 |     -5.8942 |   -17825.1884 | -16711.7751 |  -1218.9589 |
|  221.0000 |       0.1311 |     0.1252 |     0.0058 |       27.4055 |     33.4594 |     -5.9269 |   -17921.0126 | -17056.8175 |   -976.9541 |
|  222.0000 |       0.1319 |     0.1262 |     0.0056 |       26.8708 |     32.9467 |     -5.9523 |   -18011.0740 | -17396.6642 |   -733.7590 |
|  223.0000 |       0.1327 |     0.1272 |     0.0055 |       26.3335 |     32.4239 |     -5.9705 |   -18095.5788 | -17731.2117 |   -489.6699 |
|  224.0000 |       0.1334 |     0.1281 |     0.0053 |       25.7937 |     31.8913 |     -5.9815 |   -18174.7330 | -18060.3582 |   -244.9842 |
|  225.0000 |       0.1342 |     0.1291 |     0.0051 |       25.2517 |     31.3490 |     -5.9851 |   -18248.7415 | -18384.0032 |     -0.0000 |
|  226.0000 |       0.1350 |     0.1300 |     0.0049 |       24.7076 |     30.7971 |     -5.9815 |   -18317.8081 | -18702.0484 |    244.9842 |
|  227.0000 |       0.1357 |     0.1309 |     0.0047 |       24.1614 |     30.2358 |     -5.9705 |   -18382.1353 | -19014.3967 |    489.6699 |
|  228.0000 |       0.1364 |     0.1318 |     0.0046 |       23.6134 |     29.6653 |     -5.9523 |   -18441.9235 | -19320.9530 |    733.7590 |
|  229.0000 |       0.1371 |     0.1327 |     0.0044 |       23.0637 |     29.0858 |     -5.9269 |   -18497.3713 | -19621.6240 |    976.9541 |
|  230.0000 |       0.1378 |     0.1335 |     0.0042 |       22.5124 |     28.4974 |     -5.8942 |   -18548.6748 | -19916.3180 |   1218.9589 |
|  231.0000 |       0.1384 |     0.1344 |     0.0040 |       21.9597 |     27.9004 |     -5.8543 |   -18596.0276 | -20204.9453 |   1459.4787 |
|  232.0000 |       0.1391 |     0.1352 |     0.0039 |       21.4056 |     27.2948 |     -5.8073 |   -18639.6204 | -20487.4181 |   1698.2203 |
|  233.0000 |       0.1397 |     0.1360 |     0.0037 |       20.8502 |     26.6810 |     -5.7533 |   -18679.6411 | -20763.6501 |   1934.8929 |
|  234.0000 |       0.1403 |     0.1368 |     0.0035 |       20.2937 |     26.0590 |     -5.6922 |   -18716.2739 | -21033.5574 |   2169.2081 |
|  235.0000 |       0.1409 |     0.1375 |     0.0034 |       19.7362 |     25.4290 |     -5.6242 |   -18749.7000 | -21297.0576 |   2400.8804 |
|  236.0000 |       0.1415 |     0.1383 |     0.0032 |       19.1777 |     24.7913 |     -5.5493 |   -18780.0967 | -21554.0705 |   2629.6277 |
|  237.0000 |       0.1420 |     0.1390 |     0.0030 |       18.6183 |     24.1461 |     -5.4677 |   -18807.6374 | -21804.5178 |   2855.1712 |
|  238.0000 |       0.1426 |     0.1397 |     0.0029 |       18.0582 |     23.4935 |     -5.3794 |   -18832.4918 | -22048.3233 |   3077.2360 |
|  239.0000 |       0.1431 |     0.1404 |     0.0027 |       17.4974 |     22.8338 |     -5.2845 |   -18854.8253 | -22285.4127 |   3295.5518 |
|  240.0000 |       0.1436 |     0.1411 |     0.0026 |       16.9359 |     22.1671 |     -5.1833 |   -18874.7991 | -22515.7137 |   3509.8524 |
|  241.0000 |       0.1441 |     0.1417 |     0.0024 |       16.3739 |     21.4936 |     -5.0757 |   -18892.5700 | -22739.1562 |   3719.8768 |
|  242.0000 |       0.1446 |     0.1424 |     0.0022 |       15.8114 |     20.8136 |     -4.9619 |   -18908.2904 | -22955.6721 |   3925.3691 |
|  243.0000 |       0.1451 |     0.1430 |     0.0021 |       15.2484 |     20.1273 |     -4.8421 |   -18922.1079 | -23165.1955 |   4126.0790 |
|  244.0000 |       0.1455 |     0.1435 |     0.0020 |       14.6851 |     19.4348 |     -4.7163 |   -18934.1656 | -23367.6626 |   4321.7618 |
|  245.0000 |       0.1459 |     0.1441 |     0.0018 |       14.1214 |     18.7364 |     -4.5849 |   -18944.6018 | -23563.0116 |   4512.1793 |
|  246.0000 |       0.1464 |     0.1447 |     0.0017 |       13.5575 |     18.0323 |     -4.4478 |   -18953.5499 | -23751.1831 |   4697.0993 |
|  247.0000 |       0.1468 |     0.1452 |     0.0016 |       12.9932 |     17.3227 |     -4.3053 |   -18961.1384 | -23932.1198 |   4876.2967 |
|  248.0000 |       0.1471 |     0.1457 |     0.0014 |       12.4288 |     16.6079 |     -4.1576 |   -18967.4907 | -24105.7665 |   5049.5531 |
|  249.0000 |       0.1475 |     0.1462 |     0.0013 |       11.8642 |     15.8879 |     -4.0048 |   -18972.7255 | -24272.0704 |   5216.6573 |
|  250.0000 |       0.1478 |     0.1466 |     0.0012 |       11.2995 |     15.1632 |     -3.8472 |   -18976.9561 | -24430.9808 |   5377.4059 |
|  251.0000 |       0.1482 |     0.1471 |     0.0011 |       10.7347 |     14.4338 |     -3.6848 |   -18980.2908 | -24582.4492 |   5531.6029 |
|  252.0000 |       0.1485 |     0.1475 |     0.0010 |       10.1697 |     13.7000 |     -3.5180 |   -18982.8327 | -24726.4296 |   5679.0605 |
|  253.0000 |       0.1488 |     0.1479 |     0.0009 |        9.6047 |     12.9621 |     -3.3468 |   -18984.6798 | -24862.8781 |   5819.5990 |
|  254.0000 |       0.1490 |     0.1483 |     0.0008 |        9.0397 |     12.2201 |     -3.1716 |   -18985.9248 | -24991.7531 |   5953.0473 |
|  255.0000 |       0.1493 |     0.1486 |     0.0007 |        8.4746 |     11.4745 |     -2.9926 |   -18986.6553 | -25113.0154 |   6079.2427 |
|  256.0000 |       0.1496 |     0.1490 |     0.0006 |        7.9096 |     10.7254 |     -2.8098 |   -18986.9534 | -25226.6281 |   6198.0315 |
|  257.0000 |       0.1498 |     0.1493 |     0.0005 |        7.3445 |      9.9730 |     -2.6237 |   -18986.8962 | -25332.5564 |   6309.2689 |
|  258.0000 |       0.1500 |     0.1495 |     0.0004 |        6.7794 |      9.2176 |     -2.4344 |   -18986.5554 | -25430.7682 |   6412.8194 |
|  259.0000 |       0.1502 |     0.1498 |     0.0004 |        6.2143 |      8.4594 |     -2.2421 |   -18985.9973 | -25521.2336 |   6508.5570 |
|  260.0000 |       0.1504 |     0.1501 |     0.0003 |        5.6493 |      7.6985 |     -2.0470 |   -18985.2831 | -25603.9249 |   6596.3648 |
|  261.0000 |       0.1505 |     0.1503 |     0.0002 |        5.0842 |      6.9354 |     -1.8495 |   -18984.4686 | -25678.8170 |   6676.1360 |
|  262.0000 |       0.1507 |     0.1505 |     0.0002 |        4.5192 |      6.1701 |     -1.6497 |   -18983.6042 | -25745.8871 |   6747.7733 |
|  263.0000 |       0.1508 |     0.1506 |     0.0002 |        3.9543 |      5.4030 |     -1.4479 |   -18982.7352 | -25805.1148 |   6811.1896 |
|  264.0000 |       0.1509 |     0.1508 |     0.0001 |        3.3893 |      4.6342 |     -1.2444 |   -18981.9015 | -25856.4820 |   6866.3074 |
|  265.0000 |       0.1510 |     0.1509 |     0.0001 |        2.8244 |      3.8640 |     -1.0393 |   -18981.1375 | -25899.9730 |   6913.0597 |
|  266.0000 |       0.1511 |     0.1510 |     0.0000 |        2.2595 |      3.0926 |     -0.8330 |   -18980.4726 | -25935.5747 |   6951.3895 |
|  267.0000 |       0.1511 |     0.1511 |     0.0000 |        1.6946 |      2.3203 |     -0.6256 |   -18979.9306 | -25963.2761 |   6981.2501 |
|  268.0000 |       0.1512 |     0.1512 |     0.0000 |        1.1297 |      1.5472 |     -0.4175 |   -18979.5302 | -25983.0689 |   7002.6052 |
|  269.0000 |       0.1512 |     0.1512 |     0.0000 |        0.5649 |      0.7737 |     -0.2089 |   -18979.2846 | -25994.9469 |   7015.4286 |
|  270.0000 |       0.1512 |     0.1512 |     0.0000 |        0.0000 |      0.0000 |     -0.0000 |   -18979.2019 | -25998.9067 |   7019.7048 |
|  271.0000 |       0.1512 |     0.1512 |     0.0000 |       -0.5649 |     -0.7737 |      0.2089 |   -18979.2846 | -25994.9469 |   7015.4286 |
|  272.0000 |       0.1512 |     0.1512 |     0.0000 |       -1.1297 |     -1.5472 |      0.4175 |   -18979.5302 | -25983.0689 |   7002.6052 |
|  273.0000 |       0.1511 |     0.1511 |     0.0000 |       -1.6946 |     -2.3203 |      0.6256 |   -18979.9306 | -25963.2761 |   6981.2501 |
|  274.0000 |       0.1511 |     0.1510 |     0.0000 |       -2.2595 |     -3.0926 |      0.8330 |   -18980.4726 | -25935.5747 |   6951.3895 |
|  275.0000 |       0.1510 |     0.1509 |     0.0001 |       -2.8244 |     -3.8640 |      1.0393 |   -18981.1375 | -25899.9730 |   6913.0597 |
|  276.0000 |       0.1509 |     0.1508 |     0.0001 |       -3.3893 |     -4.6342 |      1.2444 |   -18981.9015 | -25856.4820 |   6866.3074 |
|  277.0000 |       0.1508 |     0.1506 |     0.0002 |       -3.9543 |     -5.4030 |      1.4479 |   -18982.7352 | -25805.1148 |   6811.1896 |
|  278.0000 |       0.1507 |     0.1505 |     0.0002 |       -4.5192 |     -6.1701 |      1.6497 |   -18983.6042 | -25745.8871 |   6747.7733 |
|  279.0000 |       0.1505 |     0.1503 |     0.0002 |       -5.0842 |     -6.9354 |      1.8495 |   -18984.4686 | -25678.8170 |   6676.1360 |
|  280.0000 |       0.1504 |     0.1501 |     0.0003 |       -5.6493 |     -7.6985 |      2.0470 |   -18985.2831 | -25603.9249 |   6596.3648 |
|  281.0000 |       0.1502 |     0.1498 |     0.0004 |       -6.2143 |     -8.4594 |      2.2421 |   -18985.9973 | -25521.2336 |   6508.5570 |
|  282.0000 |       0.1500 |     0.1495 |     0.0004 |       -6.7794 |     -9.2176 |      2.4344 |   -18986.5554 | -25430.7682 |   6412.8194 |
|  283.0000 |       0.1498 |     0.1493 |     0.0005 |       -7.3445 |     -9.9730 |      2.6237 |   -18986.8962 | -25332.5564 |   6309.2689 |
|  284.0000 |       0.1496 |     0.1490 |     0.0006 |       -7.9096 |    -10.7254 |      2.8098 |   -18986.9534 | -25226.6281 |   6198.0315 |
|  285.0000 |       0.1493 |     0.1486 |     0.0007 |       -8.4746 |    -11.4745 |      2.9926 |   -18986.6553 | -25113.0154 |   6079.2427 |
|  286.0000 |       0.1490 |     0.1483 |     0.0008 |       -9.0397 |    -12.2201 |      3.1716 |   -18985.9248 | -24991.7531 |   5953.0473 |
|  287.0000 |       0.1488 |     0.1479 |     0.0009 |       -9.6047 |    -12.9621 |      3.3468 |   -18984.6798 | -24862.8781 |   5819.5990 |
|  288.0000 |       0.1485 |     0.1475 |     0.0010 |      -10.1697 |    -13.7000 |      3.5180 |   -18982.8327 | -24726.4296 |   5679.0605 |
|  289.0000 |       0.1482 |     0.1471 |     0.0011 |      -10.7347 |    -14.4338 |      3.6848 |   -18980.2908 | -24582.4492 |   5531.6029 |
|  290.0000 |       0.1478 |     0.1466 |     0.0012 |      -11.2995 |    -15.1632 |      3.8472 |   -18976.9561 | -24430.9808 |   5377.4059 |
|  291.0000 |       0.1475 |     0.1462 |     0.0013 |      -11.8642 |    -15.8879 |      4.0048 |   -18972.7255 | -24272.0704 |   5216.6573 |
|  292.0000 |       0.1471 |     0.1457 |     0.0014 |      -12.4288 |    -16.6079 |      4.1576 |   -18967.4907 | -24105.7665 |   5049.5531 |
|  293.0000 |       0.1468 |     0.1452 |     0.0016 |      -12.9932 |    -17.3227 |      4.3053 |   -18961.1384 | -23932.1198 |   4876.2967 |
|  294.0000 |       0.1464 |     0.1447 |     0.0017 |      -13.5575 |    -18.0323 |      4.4478 |   -18953.5499 | -23751.1831 |   4697.0993 |
|  295.0000 |       0.1459 |     0.1441 |     0.0018 |      -14.1214 |    -18.7364 |      4.5849 |   -18944.6018 | -23563.0116 |   4512.1793 |
|  296.0000 |       0.1455 |     0.1435 |     0.0020 |      -14.6851 |    -19.4348 |      4.7163 |   -18934.1656 | -23367.6626 |   4321.7618 |
|  297.0000 |       0.1451 |     0.1430 |     0.0021 |      -15.2484 |    -20.1273 |      4.8421 |   -18922.1079 | -23165.1955 |   4126.0790 |
|  298.0000 |       0.1446 |     0.1424 |     0.0022 |      -15.8114 |    -20.8136 |      4.9619 |   -18908.2904 | -22955.6721 |   3925.3691 |
|  299.0000 |       0.1441 |     0.1417 |     0.0024 |      -16.3739 |    -21.4936 |      5.0757 |   -18892.5700 | -22739.1562 |   3719.8768 |
|  300.0000 |       0.1436 |     0.1411 |     0.0026 |      -16.9359 |    -22.1671 |      5.1833 |   -18874.7991 | -22515.7137 |   3509.8524 |
|  301.0000 |       0.1431 |     0.1404 |     0.0027 |      -17.4974 |    -22.8338 |      5.2845 |   -18854.8253 | -22285.4127 |   3295.5518 |
|  302.0000 |       0.1426 |     0.1397 |     0.0029 |      -18.0582 |    -23.4935 |      5.3794 |   -18832.4918 | -22048.3233 |   3077.2360 |
|  303.0000 |       0.1420 |     0.1390 |     0.0030 |      -18.6183 |    -24.1461 |      5.4677 |   -18807.6374 | -21804.5178 |   2855.1712 |
|  304.0000 |       0.1415 |     0.1383 |     0.0032 |      -19.1777 |    -24.7913 |      5.5493 |   -18780.0967 | -21554.0705 |   2629.6277 |
|  305.0000 |       0.1409 |     0.1375 |     0.0034 |      -19.7362 |    -25.4290 |      5.6242 |   -18749.7000 | -21297.0576 |   2400.8804 |
|  306.0000 |       0.1403 |     0.1368 |     0.0035 |      -20.2937 |    -26.0590 |      5.6922 |   -18716.2739 | -21033.5574 |   2169.2081 |
|  307.0000 |       0.1397 |     0.1360 |     0.0037 |      -20.8502 |    -26.6810 |      5.7533 |   -18679.6411 | -20763.6501 |   1934.8929 |
|  308.0000 |       0.1391 |     0.1352 |     0.0039 |      -21.4056 |    -27.2948 |      5.8073 |   -18639.6204 | -20487.4181 |   1698.2203 |
|  309.0000 |       0.1384 |     0.1344 |     0.0040 |      -21.9597 |    -27.9004 |      5.8543 |   -18596.0276 | -20204.9453 |   1459.4787 |
|  310.0000 |       0.1378 |     0.1335 |     0.0042 |      -22.5124 |    -28.4974 |      5.8942 |   -18548.6748 | -19916.3180 |   1218.9589 |
|  311.0000 |       0.1371 |     0.1327 |     0.0044 |      -23.0637 |    -29.0858 |      5.9269 |   -18497.3713 | -19621.6240 |    976.9541 |
|  312.0000 |       0.1364 |     0.1318 |     0.0046 |      -23.6134 |    -29.6653 |      5.9523 |   -18441.9235 | -19320.9530 |    733.7590 |
|  313.0000 |       0.1357 |     0.1309 |     0.0047 |      -24.1614 |    -30.2358 |      5.9705 |   -18382.1353 | -19014.3967 |    489.6699 |
|  314.0000 |       0.1350 |     0.1300 |     0.0049 |      -24.7076 |    -30.7971 |      5.9815 |   -18317.8081 | -18702.0484 |    244.9842 |
|  315.0000 |       0.1342 |     0.1291 |     0.0051 |      -25.2517 |    -31.3490 |      5.9851 |   -18248.7415 | -18384.0032 |      0.0000 |
|  316.0000 |       0.1334 |     0.1281 |     0.0053 |      -25.7937 |    -31.8913 |      5.9815 |   -18174.7330 | -18060.3582 |   -244.9842 |
|  317.0000 |       0.1327 |     0.1272 |     0.0055 |      -26.3335 |    -32.4239 |      5.9705 |   -18095.5788 | -17731.2117 |   -489.6699 |
|  318.0000 |       0.1319 |     0.1262 |     0.0056 |      -26.8708 |    -32.9467 |      5.9523 |   -18011.0740 | -17396.6642 |   -733.7590 |
|  319.0000 |       0.1311 |     0.1252 |     0.0058 |      -27.4055 |    -33.4594 |      5.9269 |   -17921.0126 | -17056.8175 |   -976.9541 |
|  320.0000 |       0.1302 |     0.1242 |     0.0060 |      -27.9375 |    -33.9619 |      5.8942 |   -17825.1884 | -16711.7751 |  -1218.9589 |
|  321.0000 |       0.1294 |     0.1232 |     0.0062 |      -28.4665 |    -34.4541 |      5.8543 |   -17723.3948 | -16361.6421 |  -1459.4787 |
|  322.0000 |       0.1286 |     0.1221 |     0.0063 |      -28.9924 |    -34.9358 |      5.8073 |   -17615.4256 | -16006.5253 |  -1698.2203 |
|  323.0000 |       0.1277 |     0.1211 |     0.0065 |      -29.5150 |    -35.4068 |      5.7533 |   -17501.0752 | -15646.5326 |  -1934.8929 |
