# Результаты расчета кинематики КШМ
# Дата создания: Sat Nov 08 18:34:09 2025
# Параметры расчета:
# Шаг угла α: 1 град.
# Предел угла α: 360 град.
# Радиус кривошипа 0.02 м
# λ: 0.3
# Частота вращения: 4800 об/мин
# Угол развала: 0 град.
# Угол прицепного шатуна: 0 град.
# Дезаксиал: 0 м
# Количество точек расчета: 361

ГЛАВНЫЙ ЦИЛИНДР:
==================================================================================================================================
|  α [град] |   S полн [м]  |   S1 [м]   |   S2 [м]   |  V полн [м/с] |   V1 [м/с]  |   V2 [м/с]  | A полн [м/с²] |  A1 [м/с²]  |  A2 [м/с²]  |
|  332.0000 |       0.0030 |     0.0023 |     0.0007 |       -5.9824 |     -4.7196 |     -1.2502 |     5342.1579 |   4461.7438 |    847.7204 |
|  333.0000 |       0.0028 |     0.0022 |     0.0006 |       -5.7955 |     -4.5640 |     -1.2200 |     5424.8751 |   4502.4675 |    891.0655 |
|  334.0000 |       0.0026 |     0.0020 |     0.0006 |       -5.6057 |     -4.4070 |     -1.1883 |     5505.0643 |   4541.8197 |    933.3251 |
|  335.0000 |       0.0024 |     0.0019 |     0.0005 |       -5.4132 |     -4.2486 |     -1.1552 |     5582.6723 |   4579.7885 |    974.4475 |
|  336.0000 |       0.0022 |     0.0017 |     0.0005 |       -5.2180 |     -4.0890 |     -1.1206 |     5657.6479 |   4616.3621 |   1014.3828 |
|  337.0000 |       0.0020 |     0.0016 |     0.0005 |       -5.0203 |     -3.9281 |     -1.0847 |     5729.9420 |   4651.5296 |   1053.0821 |
|  338.0000 |       0.0019 |     0.0015 |     0.0004 |       -4.8202 |     -3.7660 |     -1.0475 |     5799.5072 |   4685.2802 |   1090.4984 |
|  339.0000 |       0.0017 |     0.0013 |     0.0004 |       -4.6176 |     -3.6027 |     -1.0090 |     5866.2982 |   4717.6036 |   1126.5862 |
|  340.0000 |       0.0016 |     0.0012 |     0.0004 |       -4.4128 |     -3.4384 |     -0.9693 |     5930.2718 |   4748.4899 |   1161.3013 |
|  341.0000 |       0.0014 |     0.0011 |     0.0003 |       -4.2058 |     -3.2730 |     -0.9284 |     5991.3866 |   4777.9299 |   1194.6016 |
|  342.0000 |       0.0013 |     0.0010 |     0.0003 |       -3.9968 |     -3.1066 |     -0.8864 |     6049.6034 |   4805.9144 |   1226.4465 |
|  343.0000 |       0.0011 |     0.0009 |     0.0003 |       -3.7857 |     -2.9392 |     -0.8432 |     6104.8848 |   4832.4350 |   1256.7971 |
|  344.0000 |       0.0010 |     0.0008 |     0.0002 |       -3.5729 |     -2.7710 |     -0.7991 |     6157.1957 |   4857.4836 |   1285.6165 |
|  345.0000 |       0.0009 |     0.0007 |     0.0002 |       -3.3582 |     -2.6019 |     -0.7540 |     6206.5027 |   4881.0526 |   1312.8696 |
|  346.0000 |       0.0008 |     0.0006 |     0.0002 |       -3.1419 |     -2.4321 |     -0.7079 |     6252.7747 |   4903.1347 |   1338.5232 |
|  347.0000 |       0.0007 |     0.0005 |     0.0002 |       -2.9240 |     -2.2615 |     -0.6610 |     6295.9824 |   4923.7233 |   1362.5459 |
|  348.0000 |       0.0006 |     0.0004 |     0.0001 |       -2.7047 |     -2.0902 |     -0.6133 |     6336.0985 |   4942.8121 |   1384.9086 |
|  349.0000 |       0.0005 |     0.0004 |     0.0001 |       -2.4840 |     -1.9182 |     -0.5649 |     6373.0980 |   4960.3952 |   1405.5841 |
|  350.0000 |       0.0004 |     0.0003 |     0.0001 |       -2.2622 |     -1.7457 |     -0.5158 |     6406.9577 |   4976.4674 |   1424.5470 |
|  351.0000 |       0.0003 |     0.0002 |     0.0001 |       -2.0392 |     -1.5727 |     -0.4660 |     6437.6563 |   4991.0237 |   1441.7743 |
|  352.0000 |       0.0003 |     0.0002 |     0.0001 |       -1.8151 |     -1.3991 |     -0.4157 |     6465.1749 |   5004.0597 |   1457.2451 |
|  353.0000 |       0.0002 |     0.0001 |     0.0000 |       -1.5902 |     -1.2252 |     -0.3648 |     6489.4962 |   5015.5714 |   1470.9404 |
|  354.0000 |       0.0001 |     0.0001 |     0.0000 |       -1.3645 |     -1.0508 |     -0.3135 |     6510.6052 |   5025.5553 |   1482.8436 |
|  355.0000 |       0.0001 |     0.0001 |     0.0000 |       -1.1381 |     -0.8762 |     -0.2619 |     6528.4888 |   5034.0084 |   1492.9402 |
|  356.0000 |       0.0001 |     0.0000 |     0.0000 |       -0.9112 |     -0.7013 |     -0.2099 |     6543.1359 |   5040.9280 |   1501.2179 |
|  357.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.6838 |     -0.5261 |     -0.1576 |     6554.5374 |   5046.3122 |   1507.6666 |
|  358.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.4560 |     -0.3508 |     -0.1052 |     6562.6865 |   5050.1592 |   1512.2784 |
|  359.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.2281 |     -0.1755 |     -0.0526 |     6567.5779 |   5052.4678 |   1515.0477 |
|  360.0000 |       0.0000 |     0.0000 |     0.0000 |       -0.0000 |     -0.0000 |     -0.0000 |     6569.2087 |   5053.2375 |   1515.9712 |
==================================================================================================================================
УГЛОВОЕ ПЕРЕМЕЩЕНИЕ, СКОРОСТЬ, УСКОРЕНИЕ:
==========================================================================
|  α [град] |   B [рад]  |   w_rod [рад/с]   |   eps_rod [рад/с²]   |
==========================================================================
|    0.0000 |       0.0000 |   150.7964 |     -0.0000 |
|    1.0000 |       0.3000 |   150.7755 |  -1203.8423 |
|    2.0000 |       0.5999 |   150.7128 |  -2407.5157 |
|    3.0000 |       0.8996 |   150.6084 |  -3610.8512 |
|    4.0000 |       1.1991 |   150.4621 |  -4813.6788 |
|    5.0000 |       1.4983 |   150.2740 |  -6015.8275 |
|    6.0000 |       1.7970 |   150.0442 |  -7217.1246 |
|    7.0000 |       2.0952 |   149.7726 |  -8417.3955 |
|    8.0000 |       2.3929 |   149.4592 |  -9616.4637 |
|    9.0000 |       2.6899 |   149.1042 | -10814.1495 |
|   10.0000 |       2.9861 |   148.7074 | -12010.2706 |
|   11.0000 |       3.2816 |   148.2690 | -13204.6412 |
|   12.0000 |       3.5761 |   147.7889 | -14397.0717 |
|   13.0000 |       3.8696 |   147.2673 | -15587.3685 |
|   14.0000 |       4.1620 |   146.7040 | -16775.3336 |
|   15.0000 |       4.4533 |   146.0993 | -17960.7642 |
|   16.0000 |       4.7433 |   145.4530 | -19143.4526 |
|   17.0000 |       5.0320 |   144.7653 | -20323.1854 |
|   18.0000 |       5.3192 |   144.0362 | -21499.7437 |
|   19.0000 |       5.6050 |   143.2658 | -22672.9026 |
|   20.0000 |       5.8893 |   142.4542 | -23842.4309 |
|   21.0000 |       6.1718 |   141.6013 | -25008.0910 |
|   22.0000 |       6.4526 |   140.7074 | -26169.6382 |
|   23.0000 |       6.7316 |   139.7724 | -27326.8211 |
|   24.0000 |       7.0088 |   138.7966 | -28479.3808 |
|   25.0000 |       7.2839 |   137.7799 | -29627.0511 |
|   26.0000 |       7.5569 |   136.7224 | -30769.5579 |
|   27.0000 |       7.8279 |   135.6244 | -31906.6196 |
|   28.0000 |       8.0965 |   134.4859 | -33037.9463 |
|   29.0000 |       8.3629 |   133.3070 | -34163.2401 |
|   30.0000 |       8.6269 |   132.0880 | -35282.1950 |
|   31.0000 |       8.8885 |   130.8289 | -36394.4965 |
|   32.0000 |       9.1475 |   129.5299 | -37499.8217 |
|   33.0000 |       9.4038 |   128.1913 | -38597.8393 |
|   34.0000 |       9.6575 |   126.8131 | -39688.2098 |
|   35.0000 |       9.9084 |   125.3956 | -40770.5848 |
|   36.0000 |      10.1564 |   123.9390 | -41844.6079 |
|   37.0000 |      10.4015 |   122.4435 | -42909.9143 |
|   38.0000 |      10.6436 |   120.9094 | -43966.1307 |
|   39.0000 |      10.8825 |   119.3370 | -45012.8761 |
|   40.0000 |      11.1184 |   117.7264 | -46049.7612 |
|   41.0000 |      11.3509 |   116.0780 | -47076.3891 |
|   42.0000 |      11.5802 |   114.3921 | -48092.3553 |
|   43.0000 |      11.8061 |   112.6690 | -49097.2482 |
|   44.0000 |      12.0285 |   110.9090 | -50090.6489 |
|   45.0000 |      12.2473 |   109.1125 | -51072.1321 |
|   46.0000 |      12.4626 |   107.2798 | -52041.2659 |
|   47.0000 |      12.6742 |   105.4114 | -52997.6127 |
|   48.0000 |      12.8820 |   103.5077 | -53940.7294 |
|   49.0000 |      13.0860 |   101.5690 | -54870.1675 |
|   50.0000 |      13.2861 |    99.5958 | -55785.4744 |
|   51.0000 |      13.4822 |    97.5886 | -56686.1932 |
|   52.0000 |      13.6744 |    95.5479 | -57571.8636 |
|   53.0000 |      13.8624 |    93.4741 | -58442.0222 |
|   54.0000 |      14.0463 |    91.3678 | -59296.2037 |
|   55.0000 |      14.2259 |    89.2296 | -60133.9408 |
|   56.0000 |      14.4013 |    87.0599 | -60954.7657 |
|   57.0000 |      14.5723 |    84.8595 | -61758.2100 |
|   58.0000 |      14.7389 |    82.6288 | -62543.8059 |
|   59.0000 |      14.9010 |    80.3686 | -63311.0871 |
|   60.0000 |      15.0586 |    78.0794 | -64059.5891 |
|   61.0000 |      15.2117 |    75.7620 | -64788.8505 |
|   62.0000 |      15.3601 |    73.4171 | -65498.4132 |
|   63.0000 |      15.5038 |    71.0453 | -66187.8242 |
|   64.0000 |      15.6427 |    68.6474 | -66856.6355 |
|   65.0000 |      15.7769 |    66.2242 | -67504.4054 |
|   66.0000 |      15.9062 |    63.7763 | -68130.6996 |
|   67.0000 |      16.0306 |    61.3048 | -68735.0915 |
|   68.0000 |      16.1501 |    58.8102 | -69317.1636 |
|   69.0000 |      16.2646 |    56.2936 | -69876.5081 |
|   70.0000 |      16.3741 |    53.7557 | -70412.7281 |
|   71.0000 |      16.4785 |    51.1974 | -70925.4379 |
|   72.0000 |      16.5778 |    48.6196 | -71414.2645 |
|   73.0000 |      16.6719 |    46.0233 | -71878.8480 |
|   74.0000 |      16.7609 |    43.4093 | -72318.8427 |
|   75.0000 |      16.8447 |    40.7786 | -72733.9177 |
|   76.0000 |      16.9231 |    38.1322 | -73123.7579 |
|   77.0000 |      16.9964 |    35.4711 | -73488.0646 |
|   78.0000 |      17.0643 |    32.7962 | -73826.5563 |
|   79.0000 |      17.1268 |    30.1085 | -74138.9692 |
|   80.0000 |      17.1841 |    27.4091 | -74425.0585 |
|   81.0000 |      17.2359 |    24.6989 | -74684.5979 |
|   82.0000 |      17.2823 |    21.9791 | -74917.3814 |
|   83.0000 |      17.3233 |    19.2507 | -75123.2229 |
|   84.0000 |      17.3589 |    16.5147 | -75301.9571 |
|   85.0000 |      17.3890 |    13.7722 | -75453.4399 |
|   86.0000 |      17.4137 |    11.0243 | -75577.5487 |
|   87.0000 |      17.4329 |     8.2720 | -75674.1827 |
|   88.0000 |      17.4466 |     5.5165 | -75743.2634 |
|   89.0000 |      17.4549 |     2.7588 | -75784.7344 |
|   90.0000 |      17.4576 |     0.0000 | -75798.5618 |
|   91.0000 |      17.4549 |    -2.7588 | -75784.7344 |
|   92.0000 |      17.4466 |    -5.5165 | -75743.2634 |
|   93.0000 |      17.4329 |    -8.2720 | -75674.1827 |
|   94.0000 |      17.4137 |   -11.0243 | -75577.5487 |
|   95.0000 |      17.3890 |   -13.7722 | -75453.4399 |
|   96.0000 |      17.3589 |   -16.5147 | -75301.9571 |
|   97.0000 |      17.3233 |   -19.2507 | -75123.2229 |
|   98.0000 |      17.2823 |   -21.9791 | -74917.3814 |
|   99.0000 |      17.2359 |   -24.6989 | -74684.5979 |
|  100.0000 |      17.1841 |   -27.4091 | -74425.0585 |
|  101.0000 |      17.1268 |   -30.1085 | -74138.9692 |
|  102.0000 |      17.0643 |   -32.7962 | -73826.5563 |
|  103.0000 |      16.9964 |   -35.4711 | -73488.0646 |
|  104.0000 |      16.9231 |   -38.1322 | -73123.7579 |
|  105.0000 |      16.8447 |   -40.7786 | -72733.9177 |
|  106.0000 |      16.7609 |   -43.4093 | -72318.8427 |
|  107.0000 |      16.6719 |   -46.0233 | -71878.8480 |
|  108.0000 |      16.5778 |   -48.6196 | -71414.2645 |
|  109.0000 |      16.4785 |   -51.1974 | -70925.4379 |
|  110.0000 |      16.3741 |   -53.7557 | -70412.7281 |
|  111.0000 |      16.2646 |   -56.2936 | -69876.5081 |
|  112.0000 |      16.1501 |   -58.8102 | -69317.1636 |
|  113.0000 |      16.0306 |   -61.3048 | -68735.0915 |
|  114.0000 |      15.9062 |   -63.7763 | -68130.6996 |
|  115.0000 |      15.7769 |   -66.2242 | -67504.4054 |
|  116.0000 |      15.6427 |   -68.6474 | -66856.6355 |
|  117.0000 |      15.5038 |   -71.0453 | -66187.8242 |
|  118.0000 |      15.3601 |   -73.4171 | -65498.4132 |
|  119.0000 |      15.2117 |   -75.7620 | -64788.8505 |
|  120.0000 |      15.0586 |   -78.0794 | -64059.5891 |
|  121.0000 |      14.9010 |   -80.3686 | -63311.0871 |
|  122.0000 |      14.7389 |   -82.6288 | -62543.8059 |
|  123.0000 |      14.5723 |   -84.8595 | -61758.2100 |
|  124.0000 |      14.4013 |   -87.0599 | -60954.7657 |
|  125.0000 |      14.2259 |   -89.2296 | -60133.9408 |
|  126.0000 |      14.0463 |   -91.3678 | -59296.2037 |
|  127.0000 |      13.8624 |   -93.4741 | -58442.0222 |
|  128.0000 |      13.6744 |   -95.5479 | -57571.8636 |
|  129.0000 |      13.4822 |   -97.5886 | -56686.1932 |
|  130.0000 |      13.2861 |   -99.5958 | -55785.4744 |
|  131.0000 |      13.0860 |  -101.5690 | -54870.1675 |
|  132.0000 |      12.8820 |  -103.5077 | -53940.7294 |
|  133.0000 |      12.6742 |  -105.4114 | -52997.6127 |
|  134.0000 |      12.4626 |  -107.2798 | -52041.2659 |
|  135.0000 |      12.2473 |  -109.1125 | -51072.1321 |
|  136.0000 |      12.0285 |  -110.9090 | -50090.6489 |
|  137.0000 |      11.8061 |  -112.6690 | -49097.2482 |
|  138.0000 |      11.5802 |  -114.3921 | -48092.3553 |
|  139.0000 |      11.3509 |  -116.0780 | -47076.3891 |
|  140.0000 |      11.1184 |  -117.7264 | -46049.7612 |
|  141.0000 |      10.8825 |  -119.3370 | -45012.8761 |
|  142.0000 |      10.6436 |  -120.9094 | -43966.1307 |
|  143.0000 |      10.4015 |  -122.4435 | -42909.9143 |
|  144.0000 |      10.1564 |  -123.9390 | -41844.6079 |
|  145.0000 |       9.9084 |  -125.3956 | -40770.5848 |
|  146.0000 |       9.6575 |  -126.8131 | -39688.2098 |
|  147.0000 |       9.4038 |  -128.1913 | -38597.8393 |
|  148.0000 |       9.1475 |  -129.5299 | -37499.8217 |
|  149.0000 |       8.8885 |  -130.8289 | -36394.4965 |
|  150.0000 |       8.6269 |  -132.0880 | -35282.1950 |
|  151.0000 |       8.3629 |  -133.3070 | -34163.2401 |
|  152.0000 |       8.0965 |  -134.4859 | -33037.9463 |
|  153.0000 |       7.8279 |  -135.6244 | -31906.6196 |
|  154.0000 |       7.5569 |  -136.7224 | -30769.5579 |
|  155.0000 |       7.2839 |  -137.7799 | -29627.0511 |
|  156.0000 |       7.0088 |  -138.7966 | -28479.3808 |
|  157.0000 |       6.7316 |  -139.7724 | -27326.8211 |
|  158.0000 |       6.4526 |  -140.7074 | -26169.6382 |
|  159.0000 |       6.1718 |  -141.6013 | -25008.0910 |
|  160.0000 |       5.8893 |  -142.4542 | -23842.4309 |
|  161.0000 |       5.6050 |  -143.2658 | -22672.9026 |
|  162.0000 |       5.3192 |  -144.0362 | -21499.7437 |
|  163.0000 |       5.0320 |  -144.7653 | -20323.1854 |
|  164.0000 |       4.7433 |  -145.4530 | -19143.4526 |
|  165.0000 |       4.4533 |  -146.0993 | -17960.7642 |
|  166.0000 |       4.1620 |  -146.7040 | -16775.3336 |
|  167.0000 |       3.8696 |  -147.2673 | -15587.3685 |
|  168.0000 |       3.5761 |  -147.7889 | -14397.0717 |
|  169.0000 |       3.2816 |  -148.2690 | -13204.6412 |
|  170.0000 |       2.9861 |  -148.7074 | -12010.2706 |
|  171.0000 |       2.6899 |  -149.1042 | -10814.1495 |
|  172.0000 |       2.3929 |  -149.4592 |  -9616.4637 |
|  173.0000 |       2.0952 |  -149.7726 |  -8417.3955 |
|  174.0000 |       1.7970 |  -150.0442 |  -7217.1246 |
|  175.0000 |       1.4983 |  -150.2740 |  -6015.8275 |
|  176.0000 |       1.1991 |  -150.4621 |  -4813.6788 |
|  177.0000 |       0.8996 |  -150.6084 |  -3610.8512 |
|  178.0000 |       0.5999 |  -150.7128 |  -2407.5157 |
|  179.0000 |       0.3000 |  -150.7755 |  -1203.8423 |
|  180.0000 |       0.0000 |  -150.7964 |     -0.0000 |
|  181.0000 |      -0.3000 |  -150.7755 |   1203.8423 |
|  182.0000 |      -0.5999 |  -150.7128 |   2407.5157 |
|  183.0000 |      -0.8996 |  -150.6084 |   3610.8512 |
|  184.0000 |      -1.1991 |  -150.4621 |   4813.6788 |
|  185.0000 |      -1.4983 |  -150.2740 |   6015.8275 |
|  186.0000 |      -1.7970 |  -150.0442 |   7217.1246 |
|  187.0000 |      -2.0952 |  -149.7726 |   8417.3955 |
|  188.0000 |      -2.3929 |  -149.4592 |   9616.4637 |
|  189.0000 |      -2.6899 |  -149.1042 |  10814.1495 |
|  190.0000 |      -2.9861 |  -148.7074 |  12010.2706 |
|  191.0000 |      -3.2816 |  -148.2690 |  13204.6412 |
|  192.0000 |      -3.5761 |  -147.7889 |  14397.0717 |
|  193.0000 |      -3.8696 |  -147.2673 |  15587.3685 |
|  194.0000 |      -4.1620 |  -146.7040 |  16775.3336 |
|  195.0000 |      -4.4533 |  -146.0993 |  17960.7642 |
|  196.0000 |      -4.7433 |  -145.4530 |  19143.4526 |
|  197.0000 |      -5.0320 |  -144.7653 |  20323.1854 |
|  198.0000 |      -5.3192 |  -144.0362 |  21499.7437 |
|  199.0000 |      -5.6050 |  -143.2658 |  22672.9026 |
|  200.0000 |      -5.8893 |  -142.4542 |  23842.4309 |
|  201.0000 |      -6.1718 |  -141.6013 |  25008.0910 |
|  202.0000 |      -6.4526 |  -140.7074 |  26169.6382 |
|  203.0000 |      -6.7316 |  -139.7724 |  27326.8211 |
|  204.0000 |      -7.0088 |  -138.7966 |  28479.3808 |
|  205.0000 |      -7.2839 |  -137.7799 |  29627.0511 |
|  206.0000 |      -7.5569 |  -136.7224 |  30769.5579 |
|  207.0000 |      -7.8279 |  -135.6244 |  31906.6196 |
|  208.0000 |      -8.0965 |  -134.4859 |  33037.9463 |
|  209.0000 |      -8.3629 |  -133.3070 |  34163.2401 |
|  210.0000 |      -8.6269 |  -132.0880 |  35282.1950 |
|  211.0000 |      -8.8885 |  -130.8289 |  36394.4965 |
|  212.0000 |      -9.1475 |  -129.5299 |  37499.8217 |
|  213.0000 |      -9.4038 |  -128.1913 |  38597.8393 |
|  214.0000 |      -9.6575 |  -126.8131 |  39688.2098 |
|  215.0000 |      -9.9084 |  -125.3956 |  40770.5848 |
|  216.0000 |     -10.1564 |  -123.9390 |  41844.6079 |
|  217.0000 |     -10.4015 |  -122.4435 |  42909.9143 |
|  218.0000 |     -10.6436 |  -120.9094 |  43966.1307 |
|  219.0000 |     -10.8825 |  -119.3370 |  45012.8761 |
|  220.0000 |     -11.1184 |  -117.7264 |  46049.7612 |
|  221.0000 |     -11.3509 |  -116.0780 |  47076.3891 |
|  222.0000 |     -11.5802 |  -114.3921 |  48092.3553 |
|  223.0000 |     -11.8061 |  -112.6690 |  49097.2482 |
|  224.0000 |     -12.0285 |  -110.9090 |  50090.6489 |
|  225.0000 |     -12.2473 |  -109.1125 |  51072.1321 |
|  226.0000 |     -12.4626 |  -107.2798 |  52041.2659 |
|  227.0000 |     -12.6742 |  -105.4114 |  52997.6127 |
|  228.0000 |     -12.8820 |  -103.5077 |  53940.7294 |
|  229.0000 |     -13.0860 |  -101.5690 |  54870.1675 |
|  230.0000 |     -13.2861 |   -99.5958 |  55785.4744 |
|  231.0000 |     -13.4822 |   -97.5886 |  56686.1932 |
|  232.0000 |     -13.6744 |   -95.5479 |  57571.8636 |
|  233.0000 |     -13.8624 |   -93.4741 |  58442.0222 |
|  234.0000 |     -14.0463 |   -91.3678 |  59296.2037 |
|  235.0000 |     -14.2259 |   -89.2296 |  60133.9408 |
|  236.0000 |     -14.4013 |   -87.0599 |  60954.7657 |
|  237.0000 |     -14.5723 |   -84.8595 |  61758.2100 |
|  238.0000 |     -14.7389 |   -82.6288 |  62543.8059 |
|  239.0000 |     -14.9010 |   -80.3686 |  63311.0871 |
|  240.0000 |     -15.0586 |   -78.0794 |  64059.5891 |
|  241.0000 |     -15.2117 |   -75.7620 |  64788.8505 |
|  242.0000 |     -15.3601 |   -73.4171 |  65498.4132 |
|  243.0000 |     -15.5038 |   -71.0453 |  66187.8242 |
|  244.0000 |     -15.6427 |   -68.6474 |  66856.6355 |
|  245.0000 |     -15.7769 |   -66.2242 |  67504.4054 |
|  246.0000 |     -15.9062 |   -63.7763 |  68130.6996 |
|  247.0000 |     -16.0306 |   -61.3048 |  68735.0915 |
|  248.0000 |     -16.1501 |   -58.8102 |  69317.1636 |
|  249.0000 |     -16.2646 |   -56.2936 |  69876.5081 |
|  250.0000 |     -16.3741 |   -53.7557 |  70412.7281 |
|  251.0000 |     -16.4785 |   -51.1974 |  70925.4379 |
|  252.0000 |     -16.5778 |   -48.6196 |  71414.2645 |
|  253.0000 |     -16.6719 |   -46.0233 |  71878.8480 |
|  254.0000 |     -16.7609 |   -43.4093 |  72318.8427 |
|  255.0000 |     -16.8447 |   -40.7786 |  72733.9177 |
|  256.0000 |     -16.9231 |   -38.1322 |  73123.7579 |
|  257.0000 |     -16.9964 |   -35.4711 |  73488.0646 |
|  258.0000 |     -17.0643 |   -32.7962 |  73826.5563 |
|  259.0000 |     -17.1268 |   -30.1085 |  74138.9692 |
|  260.0000 |     -17.1841 |   -27.4091 |  74425.0585 |
|  261.0000 |     -17.2359 |   -24.6989 |  74684.5979 |
|  262.0000 |     -17.2823 |   -21.9791 |  74917.3814 |
|  263.0000 |     -17.3233 |   -19.2507 |  75123.2229 |
|  264.0000 |     -17.3589 |   -16.5147 |  75301.9571 |
|  265.0000 |     -17.3890 |   -13.7722 |  75453.4399 |
|  266.0000 |     -17.4137 |   -11.0243 |  75577.5487 |
|  267.0000 |     -17.4329 |    -8.2720 |  75674.1827 |
|  268.0000 |     -17.4466 |    -5.5165 |  75743.2634 |
|  269.0000 |     -17.4549 |    -2.7588 |  75784.7344 |
|  270.0000 |     -17.4576 |    -0.0000 |  75798.5618 |
|  271.0000 |     -17.4549 |     2.7588 |  75784.7344 |
|  272.0000 |     -17.4466 |     5.5165 |  75743.2634 |
|  273.0000 |     -17.4329 |     8.2720 |  75674.1827 |
|  274.0000 |     -17.4137 |    11.0243 |  75577.5487 |
|  275.0000 |     -17.3890 |    13.7722 |  75453.4399 |
|  276.0000 |     -17.3589 |    16.5147 |  75301.9571 |
|  277.0000 |     -17.3233 |    19.2507 |  75123.2229 |
|  278.0000 |     -17.2823 |    21.9791 |  74917.3814 |
|  279.0000 |     -17.2359 |    24.6989 |  74684.5979 |
|  280.0000 |     -17.1841 |    27.4091 |  74425.0585 |
|  281.0000 |     -17.1268 |    30.1085 |  74138.9692 |
|  282.0000 |     -17.0643 |    32.7962 |  73826.5563 |
|  283.0000 |     -16.9964 |    35.4711 |  73488.0646 |
|  284.0000 |     -16.9231 |    38.1322 |  73123.7579 |
|  285.0000 |     -16.8447 |    40.7786 |  72733.9177 |
|  286.0000 |     -16.7609 |    43.4093 |  72318.8427 |
|  287.0000 |     -16.6719 |    46.0233 |  71878.8480 |
|  288.0000 |     -16.5778 |    48.6196 |  71414.2645 |
|  289.0000 |     -16.4785 |    51.1974 |  70925.4379 |
|  290.0000 |     -16.3741 |    53.7557 |  70412.7281 |
|  291.0000 |     -16.2646 |    56.2936 |  69876.5081 |
|  292.0000 |     -16.1501 |    58.8102 |  69317.1636 |
|  293.0000 |     -16.0306 |    61.3048 |  68735.0915 |
|  294.0000 |     -15.9062 |    63.7763 |  68130.6996 |
|  295.0000 |     -15.7769 |    66.2242 |  67504.4054 |
|  296.0000 |     -15.6427 |    68.6474 |  66856.6355 |
|  297.0000 |     -15.5038 |    71.0453 |  66187.8242 |
|  298.0000 |     -15.3601 |    73.4171 |  65498.4132 |
|  299.0000 |     -15.2117 |    75.7620 |  64788.8505 |
|  300.0000 |     -15.0586 |    78.0794 |  64059.5891 |
|  301.0000 |     -14.9010 |    80.3686 |  63311.0871 |
|  302.0000 |     -14.7389 |    82.6288 |  62543.8059 |
|  303.0000 |     -14.5723 |    84.8595 |  61758.2100 |
|  304.0000 |     -14.4013 |    87.0599 |  60954.7657 |
|  305.0000 |     -14.2259 |    89.2296 |  60133.9408 |
|  306.0000 |     -14.0463 |    91.3678 |  59296.2037 |
|  307.0000 |     -13.8624 |    93.4741 |  58442.0222 |
|  308.0000 |     -13.6744 |    95.5479 |  57571.8636 |
|  309.0000 |     -13.4822 |    97.5886 |  56686.1932 |
|  310.0000 |     -13.2861 |    99.5958 |  55785.4744 |
|  311.0000 |     -13.0860 |   101.5690 |  54870.1675 |
|  312.0000 |     -12.8820 |   103.5077 |  53940.7294 |
|  313.0000 |     -12.6742 |   105.4114 |  52997.6127 |
|  314.0000 |     -12.4626 |   107.2798 |  52041.2659 |
|  315.0000 |     -12.2473 |   109.1125 |  51072.1321 |
|  316.0000 |     -12.0285 |   110.9090 |  50090.6489 |
|  317.0000 |     -11.8061 |   112.6690 |  49097.2482 |
|  318.0000 |     -11.5802 |   114.3921 |  48092.3553 |
|  319.0000 |     -11.3509 |   116.0780 |  47076.3891 |
|  320.0000 |     -11.1184 |   117.7264 |  46049.7612 |
|  321.0000 |     -10.8825 |   119.3370 |  45012.8761 |
|  322.0000 |     -10.6436 |   120.9094 |  43966.1307 |
|  323.0000 |     -10.4015 |   122.4435 |  42909.9143 |
|  324.0000 |     -10.1564 |   123.9390 |  41844.6079 |
|  325.0000 |      -9.9084 |   125.3956 |  40770.5848 |
|  326.0000 |      -9.6575 |   126.8131 |  39688.2098 |
|  327.0000 |      -9.4038 |   128.1913 |  38597.8393 |
|  328.0000 |      -9.1475 |   129.5299 |  37499.8217 |
|  329.0000 |      -8.8885 |   130.8289 |  36394.4965 |
|  330.0000 |      -8.6269 |   132.0880 |  35282.1950 |
|  331.0000 |      -8.3629 |   133.3070 |  34163.2401 |
|  332.0000 |      -8.0965 |   134.4859 |  33037.9463 |
|  333.0000 |      -7.8279 |   135.6244 |  31906.6196 |
|  334.0000 |      -7.5569 |   136.7224 |  30769.5579 |
|  335.0000 |      -7.2839 |   137.7799 |  29627.0511 |
|  336.0000 |      -7.0088 |   138.7966 |  28479.3808 |
|  337.0000 |      -6.7316 |   139.7724 |  27326.8211 |
|  338.0000 |      -6.4526 |   140.7074 |  26169.6382 |
|  339.0000 |      -6.1718 |   141.6013 |  25008.0910 |
|  340.0000 |      -5.8893 |   142.4542 |  23842.4309 |
|  341.0000 |      -5.6050 |   143.2658 |  22672.9026 |
|  342.0000 |      -5.3192 |   144.0362 |  21499.7437 |
|  343.0000 |      -5.0320 |   144.7653 |  20323.1854 |
|  344.0000 |      -4.7433 |   145.4530 |  19143.4526 |
|  345.0000 |      -4.4533 |   146.0993 |  17960.7642 |
|  346.0000 |      -4.1620 |   146.7040 |  16775.3336 |
|  347.0000 |      -3.8696 |   147.2673 |  15587.3685 |
|  348.0000 |      -3.5761 |   147.7889 |  14397.0717 |
|  349.0000 |      -3.2816 |   148.2690 |  13204.6412 |
|  350.0000 |      -2.9861 |   148.7074 |  12010.2706 |
|  351.0000 |      -2.6899 |   149.1042 |  10814.1495 |
